year,ACTscore,zscore
2011,16.3,-0.24128994431470982
2012,16.9,-0.049753415698714464
2013,17.4,0.10986035814794891
2014,17.8,0.23755137722528027
2008,14.9,-0.6882085110853674
2009,15.3,-0.5605174920080366
2010,15.5,-0.49667198246937144
2011,15.2,-0.5924402467773697
2012,14.9,-0.6882085110853674
2013,14.9,-0.6882085110853674
2014,14.6,-0.7839767753933656
2008,14.1,-0.9435905492400289
2009,14.9,-0.6882085110853674
2013,16.8,-0.08167617046804646
2014,16.2,-0.27321269908404294
2009,18.3,0.39716515107194367
2010,16.8,-0.08167617046804646
2011,16.2,-0.27321269908404294
2012,16.2,-0.27321269908404294
2013,16.5,-0.1774444347760447
2014,16.6,-0.1455216800067116
2005,16.6,-0.1455216800067116
2006,15.6,-0.4647492277000389
2007,16.1,-0.3051354538533749
2008,16.3,-0.24128994431470982
2009,16.3,-0.24128994431470982
2010,16.2,-0.27321269908404294
2011,15.7,-0.4328264729307063
2012,16.4,-0.20936718954537784
2013,16.0,-0.3370582086227081
2014,16.5,-0.1774444347760447
2006,13.4,-1.1670498326253576
2007,14.3,-0.8797450397013633
2008,14.4,-0.8478222849320307
2009,14.4,-0.8478222849320307
2010,14.5,-0.8158995301626982
2011,14.9,-0.6882085110853674
2012,14.7,-0.752054020624033
2013,14.2,-0.9116677944706965
2014,15.2,-0.5924402467773697
2006,19.1,0.6525471892266053
2007,19.1,0.6525471892266053
2008,18.9,0.588701679687939
2009,19.2,0.6844699439959373
2010,18.6,0.4929334153799419
2011,20.2,1.003697491689264
2012,20.2,1.003697491689264
2013,21.1,1.2910022846132587
2014,20.7,1.1633112655359275
2009,14.5,-0.8158995301626982
2010,15.4,-0.528594737238704
2011,14.4,-0.8478222849320307
2012,14.1,-0.9435905492400289
2013,13.7,-1.0712815683173598
2014,14.5,-0.8158995301626982
2009,16.1,-0.3051354538533749
2010,16.0,-0.3370582086227081
2011,15.9,-0.3689809633920406
2012,16.0,-0.3370582086227081
2013,17.1,0.01409209383995179
2014,16.8,-0.08167617046804646
2008,20.6,1.1313885107665953
2009,20.9,1.2271567750745924
2010,20.8,1.1952340203052605
2011,22.2,1.6421525870759175
2012,21.7,1.482538813229254
2013,23.2,1.961380134769244
2014,22.7,1.801766360922581
2008,17.5,0.14178311291728204
2009,18.2,0.3652423963026105
2011,18.3,0.39716515107194367
2012,18.4,0.42908790584127565
2013,17.5,0.14178311291728204
2010,18.2,0.3652423963026105
2011,17.5,0.14178311291728204
2012,18.0,0.3013968867639454
2013,18.2,0.3652423963026105
2014,17.2,0.04601484860928379
2008,16.4,-0.20936718954537784
2009,16.4,-0.20936718954537784
2010,16.5,-0.1774444347760447
2011,16.3,-0.24128994431470982
2012,17.0,-0.017830660929381337
2013,16.1,-0.3051354538533749
2014,16.4,-0.20936718954537784
2003,13.7,-1.0712815683173598
2004,13.9,-1.0074360587786941
2005,13.8,-1.0393588135480267
2006,14.7,-0.752054020624033
2007,15.2,-0.5924402467773697
2008,14.8,-0.7201312658546999
2009,16.8,-0.08167617046804646
2010,18.5,0.46101066061060875
2011,18.4,0.42908790584127565
2012,16.9,-0.049753415698714464
2013,17.6,0.17370586768661517
2014,18.4,0.42908790584127565
2007,14.9,-0.6882085110853674
2008,14.8,-0.7201312658546999
2009,15.1,-0.6243630015467022
2010,15.0,-0.6562857563160348
2011,14.7,-0.752054020624033
2012,14.2,-0.9116677944706965
2013,14.2,-0.9116677944706965
2014,14.9,-0.6882085110853674
2008,16.1,-0.3051354538533749
2009,15.1,-0.6243630015467022
2010,14.4,-0.8478222849320307
2008,15.3,-0.5605174920080366
2009,15.3,-0.5605174920080366
2011,15.3,-0.5605174920080366
2013,14.3,-0.8797450397013633
2008,15.6,-0.4647492277000389
2009,14.7,-0.752054020624033
2010,15.6,-0.4647492277000389
2011,16.3,-0.24128994431470982
2007,15.6,-0.4647492277000389
2008,15.6,-0.4647492277000389
2009,15.2,-0.5924402467773697
2010,14.9,-0.6882085110853674
2011,15.4,-0.528594737238704
2012,15.4,-0.528594737238704
2013,14.8,-0.7201312658546999
2014,14.8,-0.7201312658546999
2011,17.4,0.10986035814794891
2012,16.5,-0.1774444347760447
2013,17.6,0.17370586768661517
2014,17.7,0.20562862245594715
2005,19.1,0.6525471892266053
2006,17.3,0.07793760337861691
2007,16.1,-0.3051354538533749
2008,17.2,0.04601484860928379
2009,15.4,-0.528594737238704
2010,17.9,0.2694741319946123
2011,17.2,0.04601484860928379
2012,18.8,0.556778924918607
2013,16.8,-0.08167617046804646
2014,17.3,0.07793760337861691
2007,15.1,-0.6243630015467022
2008,15.9,-0.3689809633920406
2009,16.6,-0.1455216800067116
2010,17.8,0.23755137722528027
2011,16.9,-0.049753415698714464
2012,17.4,0.10986035814794891
2013,18.0,0.3013968867639454
2014,16.1,-0.3051354538533749
2011,14.5,-0.8158995301626982
2012,15.3,-0.5605174920080366
2008,18.7,0.5248561701492739
2009,18.9,0.588701679687939
2010,16.9,-0.049753415698714464
2011,17.8,0.23755137722528027
2012,18.8,0.556778924918607
2013,17.7,0.20562862245594715
2014,19.9,0.9079292273812658
2007,15.6,-0.4647492277000389
2008,15.2,-0.5924402467773697
2009,14.9,-0.6882085110853674
2010,15.5,-0.49667198246937144
2011,15.8,-0.4009037181613732
2012,15.3,-0.5605174920080366
2013,15.8,-0.4009037181613732
2014,14.8,-0.7201312658546999
2012,14.8,-0.7201312658546999
2013,14.9,-0.6882085110853674
2014,16.2,-0.27321269908404294
2013,17.2,0.04601484860928379
2014,17.4,0.10986035814794891
2013,19.4,0.7483154535346024
2014,19.7,0.8440837178426006
2012,17.7,0.20562862245594715
2013,15.8,-0.4009037181613732
2014,15.8,-0.4009037181613732
2012,18.5,0.46101066061060875
2013,18.8,0.556778924918607
2014,18.7,0.5248561701492739
2012,14.5,-0.8158995301626982
2013,14.0,-0.9755133040093615
2014,14.8,-0.7201312658546999
2012,15.7,-0.4328264729307063
2013,15.8,-0.4009037181613732
2014,15.9,-0.3689809633920406
2012,20.3,1.035620246458597
2013,19.9,0.9079292273812658
2014,20.4,1.0675430012279292
2012,19.7,0.8440837178426006
2013,19.9,0.9079292273812658
2014,20.3,1.035620246458597
2010,15.1,-0.6243630015467022
2011,15.3,-0.5605174920080366
2012,14.5,-0.8158995301626982
2013,14.6,-0.7839767753933656
2014,14.7,-0.752054020624033
2012,16.9,-0.049753415698714464
2013,16.5,-0.1774444347760447
2014,17.4,0.10986035814794891
2012,17.7,0.20562862245594715
2013,16.5,-0.1774444347760447
2014,16.8,-0.08167617046804646
2011,15.3,-0.5605174920080366
2012,14.5,-0.8158995301626982
2013,14.0,-0.9755133040093615
2014,14.4,-0.8478222849320307
2011,13.5,-1.135127077856025
2012,13.5,-1.135127077856025
2013,13.8,-1.0393588135480267
2014,13.5,-1.135127077856025
2014,16.1,-0.3051354538533749
2012,12.8,-1.3585863612413533
2013,13.0,-1.2947408517026884
2014,13.6,-1.1032043230866924
2012,14.9,-0.6882085110853674
2013,14.7,-0.752054020624033
2014,14.3,-0.8797450397013633
2014,17.5,0.14178311291728204
2013,13.3,-1.1989725873946901
2014,13.8,-1.0393588135480267
2013,12.9,-1.3266636064720208
2014,13.7,-1.0712815683173598
2013,12.4,-1.4862773803186842
2014,14.2,-0.9116677944706965
2013,13.2,-1.2308953421640232
2014,13.5,-1.135127077856025
2013,13.0,-1.2947408517026884
2014,13.5,-1.135127077856025
2013,13.6,-1.1032043230866924
2014,14.4,-0.8478222849320307
2013,13.3,-1.1989725873946901
2014,13.4,-1.1670498326253576
2013,13.4,-1.1670498326253576
2014,15.6,-0.4647492277000389
2013,15.5,-0.49667198246937144
2014,14.3,-0.8797450397013633
2013,15.1,-0.6243630015467022
2014,14.6,-0.7839767753933656
2013,13.3,-1.1989725873946901
2014,13.3,-1.1989725873946901
2013,15.3,-0.5605174920080366
2014,16.4,-0.20936718954537784
2013,13.0,-1.2947408517026884
2014,13.9,-1.0074360587786941
2013,13.5,-1.135127077856025
2014,14.5,-0.8158995301626982
2013,12.9,-1.3266636064720208
2014,13.8,-1.0393588135480267
2013,13.8,-1.0393588135480267
2014,14.1,-0.9435905492400289
2014,14.2,-0.9116677944706965
2013,14.3,-0.8797450397013633
2014,14.5,-0.8158995301626982
2013,13.1,-1.2628180969333558
2014,13.8,-1.0393588135480267
2013,13.6,-1.1032043230866924
2014,14.4,-0.8478222849320307
2014,13.5,-1.135127077856025
2014,14.8,-0.7201312658546999
2014,14.1,-0.9435905492400289
2014,14.2,-0.9116677944706965
2014,13.2,-1.2308953421640232
2014,13.6,-1.1032043230866924
2012,18.1,0.33331964153327853
2013,18.8,0.556778924918607
2014,17.5,0.14178311291728204
2001,20.4,1.0675430012279292
2002,21.1,1.2910022846132587
2003,20.8,1.1952340203052605
2004,23.0,1.8975346252305791
2005,23.2,1.961380134769244
2006,21.9,1.5463843227679193
2007,22.1,1.6102298323065856
2008,24.2,2.280607682462571
2009,23.8,2.152916663385241
2010,23.9,2.1848394181545725
2011,24.0,2.216762172923906
2012,24.7,2.440221456309234
2013,25.5,2.695603494463896
2014,26.2,2.9190627778492244
2001,17.2,0.04601484860928379
2002,17.3,0.07793760337861691
2003,17.1,0.01409209383995179
2004,18.1,0.33331964153327853
2005,17.8,0.23755137722528027
2006,17.4,0.10986035814794891
2007,17.6,0.17370586768661517
2008,17.7,0.20562862245594715
2009,17.7,0.20562862245594715
2010,17.7,0.20562862245594715
2011,17.8,0.23755137722528027
2012,18.1,0.33331964153327853
2013,18.7,0.5248561701492739
2014,18.8,0.556778924918607
2010,16.8,-0.08167617046804646
2011,17.8,0.23755137722528027
2012,17.7,0.20562862245594715
2013,18.2,0.3652423963026105
2014,17.6,0.17370586768661517
2003,22.7,1.801766360922581
2004,25.3,2.6317579849252306
2005,24.9,2.5040669658478993
2006,23.9,2.1848394181545725
2007,24.1,2.248684927693239
2008,25.4,2.6636807396945628
2009,26.7,3.078676551695888
2010,25.7,2.759449004002561
2011,26.1,2.8871400230798923
2012,26.3,2.9509855326185574
2013,28.1,3.525595118466546
2014,26.7,3.078676551695888
2001,14.2,-0.9116677944706965
2002,14.9,-0.6882085110853674
2003,14.7,-0.752054020624033
2004,14.7,-0.752054020624033
2005,15.5,-0.49667198246937144
2006,14.2,-0.9116677944706965
2007,15.7,-0.4328264729307063
2008,14.2,-0.9116677944706965
2009,15.1,-0.6243630015467022
2010,14.9,-0.6882085110853674
2011,14.2,-0.9116677944706965
2012,14.8,-0.7201312658546999
2013,14.7,-0.752054020624033
2014,14.9,-0.6882085110853674
2001,15.3,-0.5605174920080366
2007,14.7,-0.752054020624033
2008,15.0,-0.6562857563160348
2009,15.6,-0.4647492277000389
2010,14.0,-0.9755133040093615
2011,13.9,-1.0074360587786941
2012,13.8,-1.0393588135480267
2013,13.7,-1.0712815683173598
2014,13.6,-1.1032043230866924
2007,15.0,-0.6562857563160348
2008,15.3,-0.5605174920080366
2009,15.3,-0.5605174920080366
2010,15.3,-0.5605174920080366
2011,15.5,-0.49667198246937144
2012,15.4,-0.528594737238704
2013,15.8,-0.4009037181613732
2014,16.5,-0.1774444347760447
2012,23.4,2.0252256443079095
2013,22.0,1.5783070775372523
2014,21.4,1.3867705489212558
2001,15.9,-0.3689809633920406
2002,16.8,-0.08167617046804646
2003,16.5,-0.1774444347760447
2004,17.1,0.01409209383995179
2005,16.8,-0.08167617046804646
2006,16.6,-0.1455216800067116
2007,14.4,-0.8478222849320307
2008,15.3,-0.5605174920080366
2009,15.5,-0.49667198246937144
2010,15.6,-0.4647492277000389
2011,15.8,-0.4009037181613732
2012,16.9,-0.049753415698714464
2013,16.3,-0.24128994431470982
2014,17.1,0.01409209383995179
2001,14.8,-0.7201312658546999
2002,15.4,-0.528594737238704
2003,15.3,-0.5605174920080366
2004,15.6,-0.4647492277000389
2005,15.5,-0.49667198246937144
2006,15.6,-0.4647492277000389
2007,16.0,-0.3370582086227081
2008,16.3,-0.24128994431470982
2009,16.1,-0.3051354538533749
2010,15.8,-0.4009037181613732
2011,16.1,-0.3051354538533749
2012,16.8,-0.08167617046804646
2013,16.2,-0.27321269908404294
2014,16.8,-0.08167617046804646
2001,17.0,-0.017830660929381337
2002,16.3,-0.24128994431470982
2003,16.5,-0.1774444347760447
2004,16.8,-0.08167617046804646
2005,16.2,-0.27321269908404294
2006,15.9,-0.3689809633920406
2007,15.8,-0.4009037181613732
2008,16.4,-0.20936718954537784
2009,15.6,-0.4647492277000389
2010,15.2,-0.5924402467773697
2011,15.5,-0.49667198246937144
2012,16.3,-0.24128994431470982
2013,15.7,-0.4328264729307063
2014,15.6,-0.4647492277000389
2001,14.1,-0.9435905492400289
2002,14.8,-0.7201312658546999
2003,14.3,-0.8797450397013633
2004,14.6,-0.7839767753933656
2005,15.6,-0.4647492277000389
2006,15.7,-0.4328264729307063
2007,16.0,-0.3370582086227081
2008,15.9,-0.3689809633920406
2009,15.4,-0.528594737238704
2010,15.6,-0.4647492277000389
2011,16.2,-0.27321269908404294
2012,16.0,-0.3370582086227081
2013,15.7,-0.4328264729307063
2014,15.9,-0.3689809633920406
2001,14.4,-0.8478222849320307
2002,15.0,-0.6562857563160348
2003,14.3,-0.8797450397013633
2004,14.6,-0.7839767753933656
2005,15.0,-0.6562857563160348
2006,14.9,-0.6882085110853674
2007,14.9,-0.6882085110853674
2008,15.1,-0.6243630015467022
2009,15.2,-0.5924402467773697
2010,14.8,-0.7201312658546999
2011,15.4,-0.528594737238704
2012,15.4,-0.528594737238704
2013,15.0,-0.6562857563160348
2014,15.8,-0.4009037181613732
2001,14.4,-0.8478222849320307
2002,14.5,-0.8158995301626982
2003,14.5,-0.8158995301626982
2004,14.7,-0.752054020624033
2005,14.8,-0.7201312658546999
2006,14.5,-0.8158995301626982
2007,15.3,-0.5605174920080366
2008,15.0,-0.6562857563160348
2009,15.2,-0.5924402467773697
2010,14.8,-0.7201312658546999
2011,14.3,-0.8797450397013633
2012,15.7,-0.4328264729307063
2013,15.5,-0.49667198246937144
2014,15.6,-0.4647492277000389
2001,14.9,-0.6882085110853674
2002,15.0,-0.6562857563160348
2003,15.0,-0.6562857563160348
2004,15.3,-0.5605174920080366
2005,15.8,-0.4009037181613732
2006,16.0,-0.3370582086227081
2007,16.4,-0.20936718954537784
2008,16.5,-0.1774444347760447
2009,16.7,-0.11359892523737959
2010,17.2,0.04601484860928379
2011,16.8,-0.08167617046804646
2012,16.6,-0.1455216800067116
2013,16.6,-0.1455216800067116
2014,16.6,-0.1455216800067116
2001,13.7,-1.0712815683173598
2002,14.1,-0.9435905492400289
2003,14.0,-0.9755133040093615
2004,14.1,-0.9435905492400289
2005,14.7,-0.752054020624033
2006,14.7,-0.752054020624033
2007,15.1,-0.6243630015467022
2008,15.2,-0.5924402467773697
2009,14.7,-0.752054020624033
2010,15.2,-0.5924402467773697
2011,14.9,-0.6882085110853674
2012,15.2,-0.5924402467773697
2013,14.7,-0.752054020624033
2014,15.8,-0.4009037181613732
2001,17.1,0.01409209383995179
2002,16.8,-0.08167617046804646
2003,16.7,-0.11359892523737959
2004,16.0,-0.3370582086227081
2005,17.1,0.01409209383995179
2006,16.4,-0.20936718954537784
2007,16.5,-0.1774444347760447
2008,16.5,-0.1774444347760447
2009,15.8,-0.4009037181613732
2010,16.2,-0.27321269908404294
2011,15.9,-0.3689809633920406
2012,17.3,0.07793760337861691
2013,17.5,0.14178311291728204
2014,18.1,0.33331964153327853
2001,16.2,-0.27321269908404294
2002,16.4,-0.20936718954537784
2003,16.5,-0.1774444347760447
2004,16.7,-0.11359892523737959
2005,17.3,0.07793760337861691
2006,17.1,0.01409209383995179
2007,17.4,0.10986035814794891
2008,17.7,0.20562862245594715
2009,17.8,0.23755137722528027
2010,18.1,0.33331964153327853
2011,17.6,0.17370586768661517
2012,18.5,0.46101066061060875
2013,18.0,0.3013968867639454
2014,18.1,0.33331964153327853
2001,20.7,1.1633112655359275
2002,20.8,1.1952340203052605
2003,20.3,1.035620246458597
2004,21.2,1.3229250393825907
2005,21.0,1.2590795298439257
2006,21.0,1.2590795298439257
2007,21.6,1.4506160584599221
2008,22.1,1.6102298323065856
2009,22.0,1.5783070775372523
2010,22.2,1.6421525870759175
2011,23.0,1.8975346252305791
2012,23.4,2.0252256443079095
2013,24.0,2.216762172923906
2014,23.2,1.961380134769244
2001,15.5,-0.49667198246937144
2002,15.2,-0.5924402467773697
2003,15.7,-0.4328264729307063
2004,16.6,-0.1455216800067116
2005,15.9,-0.3689809633920406
2006,15.9,-0.3689809633920406
2007,16.0,-0.3370582086227081
2008,15.7,-0.4328264729307063
2009,16.1,-0.3051354538533749
2010,16.2,-0.27321269908404294
2011,15.6,-0.4647492277000389
2012,16.3,-0.24128994431470982
2013,16.5,-0.1774444347760447
2014,17.0,-0.017830660929381337
2001,18.7,0.5248561701492739
2002,19.3,0.7163926987652703
2003,18.4,0.42908790584127565
2005,20.6,1.1313885107665953
2007,21.9,1.5463843227679193
2009,20.4,1.0675430012279292
2002,18.4,0.42908790584127565
2003,18.6,0.4929334153799419
2004,20.8,1.1952340203052605
2005,20.5,1.0994657559972623
2006,19.3,0.7163926987652703
2007,19.5,0.7802382083039355
2008,20.2,1.003697491689264
2009,20.9,1.2271567750745924
2010,21.4,1.3867705489212558
2011,21.1,1.2910022846132587
2012,21.9,1.5463843227679193
2013,22.0,1.5783070775372523
2001,14.9,-0.6882085110853674
2002,14.8,-0.7201312658546999
2003,14.9,-0.6882085110853674
2004,15.1,-0.6243630015467022
2005,15.3,-0.5605174920080366
2006,14.8,-0.7201312658546999
2007,15.1,-0.6243630015467022
2008,15.6,-0.4647492277000389
2009,15.4,-0.528594737238704
2010,15.8,-0.4009037181613732
2011,15.8,-0.4009037181613732
2012,15.2,-0.5924402467773697
2013,15.5,-0.49667198246937144
2014,15.5,-0.49667198246937144
2001,14.7,-0.752054020624033
2002,15.0,-0.6562857563160348
2003,15.0,-0.6562857563160348
2004,15.0,-0.6562857563160348
2005,15.8,-0.4009037181613732
2006,15.5,-0.49667198246937144
2007,15.8,-0.4009037181613732
2008,16.1,-0.3051354538533749
2009,15.3,-0.5605174920080366
2010,15.2,-0.5924402467773697
2011,15.4,-0.528594737238704
2012,15.5,-0.49667198246937144
2013,15.4,-0.528594737238704
2014,16.2,-0.27321269908404294
2001,14.3,-0.8797450397013633
2002,15.3,-0.5605174920080366
2003,15.3,-0.5605174920080366
2004,14.6,-0.7839767753933656
2005,15.6,-0.4647492277000389
2006,16.0,-0.3370582086227081
2007,15.2,-0.5924402467773697
2008,15.4,-0.528594737238704
2009,15.1,-0.6243630015467022
2010,15.0,-0.6562857563160348
2011,15.9,-0.3689809633920406
2012,16.9,-0.049753415698714464
2013,17.1,0.01409209383995179
2014,18.1,0.33331964153327853
2001,15.4,-0.528594737238704
2002,14.9,-0.6882085110853674
2003,15.1,-0.6243630015467022
2004,15.6,-0.4647492277000389
2005,15.8,-0.4009037181613732
2006,15.9,-0.3689809633920406
2007,16.1,-0.3051354538533749
2008,16.3,-0.24128994431470982
2009,15.8,-0.4009037181613732
2010,16.1,-0.3051354538533749
2011,16.0,-0.3370582086227081
2012,16.2,-0.27321269908404294
2013,16.1,-0.3051354538533749
2014,16.6,-0.1455216800067116
2001,15.2,-0.5924402467773697
2002,16.0,-0.3370582086227081
2003,15.7,-0.4328264729307063
2004,16.1,-0.3051354538533749
2005,16.1,-0.3051354538533749
2006,16.5,-0.1774444347760447
2007,17.0,-0.017830660929381337
2008,16.4,-0.20936718954537784
2009,14.6,-0.7839767753933656
2010,15.0,-0.6562857563160348
2011,15.2,-0.5924402467773697
2012,14.7,-0.752054020624033
2013,15.0,-0.6562857563160348
2014,15.4,-0.528594737238704
2001,14.7,-0.752054020624033
2002,15.0,-0.6562857563160348
2003,16.0,-0.3370582086227081
2004,15.8,-0.4009037181613732
2005,16.5,-0.1774444347760447
2006,16.8,-0.08167617046804646
2007,16.6,-0.1455216800067116
2008,16.9,-0.049753415698714464
2009,17.3,0.07793760337861691
2010,17.5,0.14178311291728204
2011,17.3,0.07793760337861691
2012,17.4,0.10986035814794891
2013,18.3,0.39716515107194367
2014,17.9,0.2694741319946123
2001,14.3,-0.8797450397013633
2002,13.9,-1.0074360587786941
2003,15.2,-0.5924402467773697
2004,15.4,-0.528594737238704
2005,15.0,-0.6562857563160348
2006,14.2,-0.9116677944706965
2007,14.6,-0.7839767753933656
2008,14.4,-0.8478222849320307
2009,14.4,-0.8478222849320307
2010,13.8,-1.0393588135480267
2011,13.9,-1.0074360587786941
2012,14.6,-0.7839767753933656
2013,14.8,-0.7201312658546999
2014,14.6,-0.7839767753933656
2001,18.9,0.588701679687939
2002,17.8,0.23755137722528027
2003,18.0,0.3013968867639454
2004,19.0,0.6206244344572721
2005,19.2,0.6844699439959373
2006,18.4,0.42908790584127565
2007,17.9,0.2694741319946123
2008,19.5,0.7802382083039355
2009,18.6,0.4929334153799419
2010,19.1,0.6525471892266053
2011,19.8,0.8760064726119338
2012,20.0,0.9398519821505988
2013,19.0,0.6206244344572721
2014,19.1,0.6525471892266053
2001,18.5,0.46101066061060875
2002,19.7,0.8440837178426006
2003,18.7,0.5248561701492739
2004,18.9,0.588701679687939
2005,19.4,0.7483154535346024
2006,20.3,1.035620246458597
2007,20.6,1.1313885107665953
2008,21.4,1.3867705489212558
2009,21.5,1.4186933036905889
2010,20.9,1.2271567750745924
2011,21.0,1.2590795298439257
2012,21.5,1.4186933036905889
2013,21.3,1.354847794151924
2014,21.8,1.5144615679985873
2001,16.1,-0.3051354538533749
2002,15.5,-0.49667198246937144
2003,16.1,-0.3051354538533749
2004,15.6,-0.4647492277000389
2005,15.5,-0.49667198246937144
2006,15.8,-0.4009037181613732
2007,15.9,-0.3689809633920406
2008,15.4,-0.528594737238704
2009,16.0,-0.3370582086227081
2010,15.7,-0.4328264729307063
2011,15.6,-0.4647492277000389
2012,16.1,-0.3051354538533749
2013,16.2,-0.27321269908404294
2014,16.8,-0.08167617046804646
2001,13.9,-1.0074360587786941
2002,14.8,-0.7201312658546999
2003,14.5,-0.8158995301626982
2004,15.3,-0.5605174920080366
2005,15.0,-0.6562857563160348
2006,15.4,-0.528594737238704
2007,15.6,-0.4647492277000389
2008,15.0,-0.6562857563160348
2009,15.2,-0.5924402467773697
2010,14.7,-0.752054020624033
2011,15.2,-0.5924402467773697
2012,15.2,-0.5924402467773697
2013,14.7,-0.752054020624033
2014,15.8,-0.4009037181613732
2001,16.8,-0.08167617046804646
2002,16.5,-0.1774444347760447
2003,16.0,-0.3370582086227081
2004,17.4,0.10986035814794891
2005,16.7,-0.11359892523737959
2006,16.6,-0.1455216800067116
2007,17.1,0.01409209383995179
2008,17.6,0.17370586768661517
2009,17.0,-0.017830660929381337
2010,17.6,0.17370586768661517
2011,17.5,0.14178311291728204
2012,17.9,0.2694741319946123
2013,17.2,0.04601484860928379
2014,17.4,0.10986035814794891
2011,19.7,0.8440837178426006
2012,18.3,0.39716515107194367
2013,20.6,1.1313885107665953
2014,20.9,1.2271567750745924
2002,23.7,2.1209939086159078
2003,26.0,2.855217268310559
2004,26.9,3.142522061234553
2005,25.8,2.791371758771894
2006,24.9,2.5040669658478993
2007,25.0,2.5359897206172324
2008,26.9,3.142522061234553
2009,27.0,3.174444816003886
2010,26.5,3.0148310421572226
2011,26.8,3.110599306465221
2012,27.4,3.3021358350812164
2013,29.1,3.844822666159873
2014,26.8,3.110599306465221
2001,16.8,-0.08167617046804646
2002,17.8,0.23755137722528027
2003,16.3,-0.24128994431470982
2004,19.6,0.8121609630732687
2005,20.4,1.0675430012279292
2006,21.3,1.354847794151924
2007,18.6,0.4929334153799419
2008,19.1,0.6525471892266053
2009,18.7,0.5248561701492739
2010,19.6,0.8121609630732687
2011,20.9,1.2271567750745924
2012,20.9,1.2271567750745924
2013,20.3,1.035620246458597
2014,20.3,1.035620246458597
2002,18.0,0.3013968867639454
2003,18.6,0.4929334153799419
2004,17.0,-0.017830660929381337
2005,17.3,0.07793760337861691
2006,16.9,-0.049753415698714464
2007,18.1,0.33331964153327853
2008,18.2,0.3652423963026105
2009,18.7,0.5248561701492739
2010,17.6,0.17370586768661517
2011,17.9,0.2694741319946123
2012,19.4,0.7483154535346024
2013,19.0,0.6206244344572721
2001,24.0,2.216762172923906
2002,25.4,2.6636807396945628
2003,23.5,2.0571483990772426
2004,24.2,2.280607682462571
2005,25.3,2.6317579849252306
2006,24.1,2.248684927693239
2007,23.8,2.152916663385241
2008,24.8,2.4721442110785676
2009,24.9,2.5040669658478993
2010,25.2,2.5998352301558976
2011,25.4,2.6636807396945628
2012,25.8,2.791371758771894
2013,26.6,3.0467537969265557
2014,25.6,2.7275262492332293
2001,15.8,-0.4009037181613732
2002,15.9,-0.3689809633920406
2003,16.4,-0.20936718954537784
2004,16.9,-0.049753415698714464
2005,17.4,0.10986035814794891
2006,17.2,0.04601484860928379
2007,17.7,0.20562862245594715
2008,17.5,0.14178311291728204
2009,17.4,0.10986035814794891
2010,17.2,0.04601484860928379
2011,17.0,-0.017830660929381337
2012,17.2,0.04601484860928379
2013,17.3,0.07793760337861691
2014,17.6,0.17370586768661517
2001,12.8,-1.3585863612413533
2002,14.1,-0.9435905492400289
2003,13.7,-1.0712815683173598
2004,13.0,-1.2947408517026884
2009,14.6,-0.7839767753933656
2010,14.6,-0.7839767753933656
2011,15.4,-0.528594737238704
2012,15.2,-0.5924402467773697
2013,13.9,-1.0074360587786941
2001,14.0,-0.9755133040093615
2002,14.2,-0.9116677944706965
2003,14.3,-0.8797450397013633
2004,14.8,-0.7201312658546999
2005,15.2,-0.5924402467773697
2006,15.2,-0.5924402467773697
2007,15.8,-0.4009037181613732
2008,15.5,-0.49667198246937144
2009,14.8,-0.7201312658546999
2010,15.3,-0.5605174920080366
2011,15.6,-0.4647492277000389
2012,15.5,-0.49667198246937144
2013,15.3,-0.5605174920080366
2014,15.0,-0.6562857563160348
2004,15.0,-0.6562857563160348
2005,16.3,-0.24128994431470982
2006,14.9,-0.6882085110853674
2007,14.7,-0.752054020624033
2008,16.5,-0.1774444347760447
2009,17.1,0.01409209383995179
2010,17.0,-0.017830660929381337
2011,17.0,-0.017830660929381337
2012,17.5,0.14178311291728204
2013,16.7,-0.11359892523737959
2014,17.9,0.2694741319946123
2001,15.2,-0.5924402467773697
2002,14.8,-0.7201312658546999
2003,14.9,-0.6882085110853674
2004,15.0,-0.6562857563160348
2005,15.8,-0.4009037181613732
2006,15.2,-0.5924402467773697
2007,15.8,-0.4009037181613732
2008,15.7,-0.4328264729307063
2009,15.7,-0.4328264729307063
2010,16.0,-0.3370582086227081
2011,15.8,-0.4009037181613732
2012,16.4,-0.20936718954537784
2013,16.3,-0.24128994431470982
2014,16.4,-0.20936718954537784
2002,18.2,0.3652423963026105
2003,17.0,-0.017830660929381337
2004,18.1,0.33331964153327853
2005,18.4,0.42908790584127565
2006,18.6,0.4929334153799419
2007,18.8,0.556778924918607
2008,18.3,0.39716515107194367
2009,19.5,0.7802382083039355
2010,19.9,0.9079292273812658
2011,20.6,1.1313885107665953
2012,20.0,0.9398519821505988
2013,20.6,1.1313885107665953
2014,20.1,0.971774736919932
2009,20.2,1.003697491689264
2010,19.9,0.9079292273812658
2011,20.9,1.2271567750745924
2012,21.4,1.3867705489212558
2013,20.9,1.2271567750745924
2014,21.5,1.4186933036905889
2009,19.1,0.6525471892266053
2010,19.6,0.8121609630732687
2011,20.4,1.0675430012279292
2012,21.1,1.2910022846132587
2013,20.1,0.971774736919932
2014,20.1,0.971774736919932
2010,20.2,1.003697491689264
2011,19.2,0.6844699439959373
2012,20.5,1.0994657559972623
2013,19.5,0.7802382083039355
2014,20.1,0.971774736919932
2010,18.9,0.588701679687939
2011,20.1,0.971774736919932
